timestamp;buyer;seller;symbol;currency;price;quantity
1744066237913;;;SQUID_INK;SEASHELLS;9786;1
1744066238761;;;SQUID_INK;SEASHELLS;10031;1
1744066243378;;;SQUID_INK;SEASHELLS;10045;1
1744066244227;;;SQUID_INK;SEASHELLS;9441;3
1744066244638;;;SQUID_INK;SEASHELLS;10319;5
1744066246325;;;SQUID_INK;SEASHELLS;10231;1
1744066249812;;;SQUID_INK;SEASHELLS;10623;3
1744066253111;;;SQUID_INK;SEASHELLS;10864;3
1744066255420;;;SQUID_INK;SEASHELLS;10077;1
1744066257862;;;SQUID_INK;SEASHELLS;10751;2
1744066261954;;;SQUID_INK;SEASHELLS;10372;5
1744066266132;;;SQUID_INK;SEASHELLS;11004;3
1744066269323;;;SQUID_INK;SEASHELLS;10063;5
1744066269440;;;SQUID_INK;SEASHELLS;9114;3
1744066270423;;;SQUID_INK;SEASHELLS;8759;2
1744066274950;;;SQUID_INK;SEASHELLS;9461;4
1744066275749;;;SQUID_INK;SEASHELLS;9680;4
1744066278587;;;SQUID_INK;SEASHELLS;9409;2
1744066281519;;;SQUID_INK;SEASHELLS;9870;3
1744066284803;;;SQUID_INK;SEASHELLS;10581;4
1744066288347;;;SQUID_INK;SEASHELLS;10941;3
1744066292441;;;SQUID_INK;SEASHELLS;10659;5
1744066295700;;;SQUID_INK;SEASHELLS;11045;5
1744066297710;;;SQUID_INK;SEASHELLS;11391;5
1744066299713;;;SQUID_INK;SEASHELLS;10812;4
1744066300012;;;SQUID_INK;SEASHELLS;10652;2
1744066300866;;;SQUID_INK;SEASHELLS;9933;5
1744066301817;;;SQUID_INK;SEASHELLS;9893;4
1744066305639;;;SQUID_INK;SEASHELLS;10386;3
1744066307929;;;SQUID_INK;SEASHELLS;10611;3
1744066309669;;;SQUID_INK;SEASHELLS;10542;1
1744066314554;;;SQUID_INK;SEASHELLS;10023;5
1744066315165;;;SQUID_INK;SEASHELLS;9659;5
1744066316524;;;SQUID_INK;SEASHELLS;9801;1
1744066320474;;;SQUID_INK;SEASHELLS;9520;4
1744066324603;;;SQUID_INK;SEASHELLS;9626;1
1744066326949;;;SQUID_INK;SEASHELLS;9440;1
1744066327551;;;SQUID_INK;SEASHELLS;9645;3
1744066331399;;;SQUID_INK;SEASHELLS;9542;3
1744066334601;;;SQUID_INK;SEASHELLS;9328;5
1744066334848;;;SQUID_INK;SEASHELLS;9661;2
1744066335483;;;SQUID_INK;SEASHELLS;9591;3
1744066337828;;;SQUID_INK;SEASHELLS;11017;2
1744066341009;;;SQUID_INK;SEASHELLS;11160;4
1744066343560;;;SQUID_INK;SEASHELLS;11356;4
1744066347069;;;SQUID_INK;SEASHELLS;12220;5
1744066347554;;;SQUID_INK;SEASHELLS;11520;3
1744066348876;;;SQUID_INK;SEASHELLS;10873;3
1744066352310;;;SQUID_INK;SEASHELLS;10801;4
1744066356954;;;SQUID_INK;SEASHELLS;10500;3
1744066358146;;;SQUID_INK;SEASHELLS;10224;3
1744066361551;;;SQUID_INK;SEASHELLS;10477;5
1744066364230;;;SQUID_INK;SEASHELLS;9783;5
1744066367504;;;SQUID_INK;SEASHELLS;9127;4
1744066369390;;;SQUID_INK;SEASHELLS;8958;4
1744066369865;;;SQUID_INK;SEASHELLS;8758;5
1744066373889;;;SQUID_INK;SEASHELLS;9318;4
1744066374125;;;SQUID_INK;SEASHELLS;9847;5
1744066375646;;;SQUID_INK;SEASHELLS;9689;3
1744066380010;;;SQUID_INK;SEASHELLS;8968;4
1744066382430;;;SQUID_INK;SEASHELLS;9337;1
1744066387220;;;SQUID_INK;SEASHELLS;9491;5
1744066391309;;;SQUID_INK;SEASHELLS;9483;3
1744066395071;;;SQUID_INK;SEASHELLS;9259;3
1744066396638;;;SQUID_INK;SEASHELLS;9871;3
1744066400727;;;SQUID_INK;SEASHELLS;10355;3
1744066403323;;;SQUID_INK;SEASHELLS;9556;1
1744066406814;;;SQUID_INK;SEASHELLS;8950;3
1744066409285;;;SQUID_INK;SEASHELLS;8587;5
1744066412862;;;SQUID_INK;SEASHELLS;8937;2
1744066414071;;;SQUID_INK;SEASHELLS;8819;4
1744066414244;;;SQUID_INK;SEASHELLS;9015;1
1744066418812;;;SQUID_INK;SEASHELLS;9240;3
1744066422480;;;SQUID_INK;SEASHELLS;10594;5
1744066424569;;;SQUID_INK;SEASHELLS;10995;3
1744066428977;;;SQUID_INK;SEASHELLS;10392;4
1744066429250;;;SQUID_INK;SEASHELLS;10269;5
1744066430883;;;SQUID_INK;SEASHELLS;11010;4
1744066432029;;;SQUID_INK;SEASHELLS;11189;3
1744066435122;;;SQUID_INK;SEASHELLS;9975;1
1744066439475;;;SQUID_INK;SEASHELLS;10279;3
1744066442104;;;SQUID_INK;SEASHELLS;9707;3
1744066442666;;;SQUID_INK;SEASHELLS;10148;5
1744066443877;;;SQUID_INK;SEASHELLS;10367;1
1744066444296;;;SQUID_INK;SEASHELLS;9968;3
1744066447157;;;SQUID_INK;SEASHELLS;11079;1
1744066450145;;;SQUID_INK;SEASHELLS;11415;1
1744066455078;;;SQUID_INK;SEASHELLS;10843;4
1744066455451;;;SQUID_INK;SEASHELLS;10492;4
1744066455900;;;SQUID_INK;SEASHELLS;10425;3
1744066457194;;;SQUID_INK;SEASHELLS;10086;3
1744066459609;;;SQUID_INK;SEASHELLS;9639;4
1744066464033;;;SQUID_INK;SEASHELLS;9514;4
1744066464755;;;SQUID_INK;SEASHELLS;9058;2
1744066465408;;;SQUID_INK;SEASHELLS;8911;5
1744066469847;;;SQUID_INK;SEASHELLS;9061;4
1744066471166;;;SQUID_INK;SEASHELLS;9037;4
1744066475990;;;SQUID_INK;SEASHELLS;8991;5
1744066480699;;;SQUID_INK;SEASHELLS;8679;1
1744066482926;;;SQUID_INK;SEASHELLS;8494;1
1744066483711;;;SQUID_INK;SEASHELLS;9158;3
1744066484763;;;SQUID_INK;SEASHELLS;9685;3
1744066489414;;;SQUID_INK;SEASHELLS;10131;1
1744066494158;;;SQUID_INK;SEASHELLS;10016;2
1744066494673;;;SQUID_INK;SEASHELLS;10428;2
1744066496857;;;SQUID_INK;SEASHELLS;11098;5
1744066500574;;;SQUID_INK;SEASHELLS;11416;3
1744066502092;;;SQUID_INK;SEASHELLS;11560;2
1744066503849;;;SQUID_INK;SEASHELLS;11345;5
1744066505060;;;SQUID_INK;SEASHELLS;11416;4
1744066507694;;;SQUID_INK;SEASHELLS;11293;5
1744066509153;;;SQUID_INK;SEASHELLS;10685;3
1744066512619;;;SQUID_INK;SEASHELLS;11170;4
1744066514453;;;SQUID_INK;SEASHELLS;11443;4
1744066514910;;;SQUID_INK;SEASHELLS;11577;4
1744066519857;;;SQUID_INK;SEASHELLS;11204;2
1744066521796;;;SQUID_INK;SEASHELLS;11297;4
1744066523243;;;SQUID_INK;SEASHELLS;12116;3
1744066524598;;;SQUID_INK;SEASHELLS;11757;2
1744066525837;;;SQUID_INK;SEASHELLS;11486;4
1744066530481;;;SQUID_INK;SEASHELLS;11842;5
1744066531009;;;SQUID_INK;SEASHELLS;10701;5
1744066535932;;;SQUID_INK;SEASHELLS;10705;3
1744066538104;;;SQUID_INK;SEASHELLS;10410;5
1744066541043;;;SQUID_INK;SEASHELLS;10474;1
1744066545678;;;SQUID_INK;SEASHELLS;10654;2
1744066547483;;;SQUID_INK;SEASHELLS;10316;2
1744066548781;;;SQUID_INK;SEASHELLS;9652;3
1744066553144;;;SQUID_INK;SEASHELLS;9910;2
1744066557457;;;SQUID_INK;SEASHELLS;9742;3
1744066560875;;;SQUID_INK;SEASHELLS;9456;5
1744066565527;;;SQUID_INK;SEASHELLS;8750;1
1744066569884;;;SQUID_INK;SEASHELLS;8490;5
1744066573737;;;SQUID_INK;SEASHELLS;8116;3
1744066576471;;;SQUID_INK;SEASHELLS;7870;2
1744066576653;;;SQUID_INK;SEASHELLS;9046;4
1744066579551;;;SQUID_INK;SEASHELLS;9258;1
1744066582023;;;SQUID_INK;SEASHELLS;10121;5
1744066583433;;;SQUID_INK;SEASHELLS;9910;1
1744066586181;;;SQUID_INK;SEASHELLS;9596;4
1744066590921;;;SQUID_INK;SEASHELLS;9288;5
1744066591921;;;SQUID_INK;SEASHELLS;9835;1
1744066594228;;;SQUID_INK;SEASHELLS;9796;2
1744066596976;;;SQUID_INK;SEASHELLS;9852;4
1744066601727;;;SQUID_INK;SEASHELLS;9476;5
1744066603811;;;SQUID_INK;SEASHELLS;9444;3
1744066607333;;;SQUID_INK;SEASHELLS;9814;3
1744066612068;;;SQUID_INK;SEASHELLS;9316;4
1744066613400;;;SQUID_INK;SEASHELLS;8789;3
1744066617099;;;SQUID_INK;SEASHELLS;9630;1
1744066619624;;;SQUID_INK;SEASHELLS;9869;2
1744066622884;;;SQUID_INK;SEASHELLS;9496;5
1744066625042;;;SQUID_INK;SEASHELLS;9211;3
1744066625881;;;SQUID_INK;SEASHELLS;9490;1
1744066626279;;;SQUID_INK;SEASHELLS;9677;1
1744066631050;;;SQUID_INK;SEASHELLS;10181;4
1744066631989;;;SQUID_INK;SEASHELLS;10337;5
1744066632463;;;SQUID_INK;SEASHELLS;10025;3
1744066633622;;;SQUID_INK;SEASHELLS;10140;5
1744066638374;;;SQUID_INK;SEASHELLS;10622;3
1744066638818;;;SQUID_INK;SEASHELLS;11383;2
1744066642374;;;SQUID_INK;SEASHELLS;11195;4
1744066643856;;;SQUID_INK;SEASHELLS;11262;5
1744066645802;;;SQUID_INK;SEASHELLS;11698;4
1744066648635;;;SQUID_INK;SEASHELLS;10754;2
1744066650456;;;SQUID_INK;SEASHELLS;10412;3
1744066655283;;;SQUID_INK;SEASHELLS;10206;5
1744066659582;;;SQUID_INK;SEASHELLS;10278;1
1744066661455;;;SQUID_INK;SEASHELLS;9513;5
1744066665021;;;SQUID_INK;SEASHELLS;9776;1
1744066669744;;;SQUID_INK;SEASHELLS;10822;1
1744066674471;;;SQUID_INK;SEASHELLS;11023;5
1744066677642;;;SQUID_INK;SEASHELLS;9355;5
1744066678615;;;SQUID_INK;SEASHELLS;9447;4
1744066681226;;;SQUID_INK;SEASHELLS;10198;3
1744066684556;;;SQUID_INK;SEASHELLS;10228;2
1744066687139;;;SQUID_INK;SEASHELLS;10675;4
1744066688153;;;SQUID_INK;SEASHELLS;10110;5
1744066692538;;;SQUID_INK;SEASHELLS;10976;3
1744066693879;;;SQUID_INK;SEASHELLS;10845;1
1744066694037;;;SQUID_INK;SEASHELLS;10683;3
1744066697541;;;SQUID_INK;SEASHELLS;10349;1
1744066699655;;;SQUID_INK;SEASHELLS;9917;1
1744066703825;;;SQUID_INK;SEASHELLS;9384;1
1744066706167;;;SQUID_INK;SEASHELLS;8916;4
1744066709331;;;SQUID_INK;SEASHELLS;8733;3
1744066713011;;;SQUID_INK;SEASHELLS;8391;1
1744066714933;;;SQUID_INK;SEASHELLS;7965;2
1744066719821;;;SQUID_INK;SEASHELLS;8597;1
1744066720852;;;SQUID_INK;SEASHELLS;9562;5
1744066721930;;;SQUID_INK;SEASHELLS;9353;5
1744066724784;;;SQUID_INK;SEASHELLS;10053;3
1744066727148;;;SQUID_INK;SEASHELLS;9623;4
1744066727577;;;SQUID_INK;SEASHELLS;9261;3
1744066728129;;;SQUID_INK;SEASHELLS;9735;1
1744066731950;;;SQUID_INK;SEASHELLS;9603;2
1744066732698;;;SQUID_INK;SEASHELLS;10701;5
1744066736257;;;SQUID_INK;SEASHELLS;10189;2
1744066740412;;;SQUID_INK;SEASHELLS;9969;4
1744066742655;;;SQUID_INK;SEASHELLS;10218;2
1744066743920;;;SQUID_INK;SEASHELLS;10395;1
1744066746861;;;SQUID_INK;SEASHELLS;10345;2
1744066748591;;;SQUID_INK;SEASHELLS;11522;2
1744066752383;;;SQUID_INK;SEASHELLS;11917;4
1744066754558;;;SQUID_INK;SEASHELLS;11686;2
1744066757801;;;SQUID_INK;SEASHELLS;11399;4
1744066761132;;;SQUID_INK;SEASHELLS;11247;2
1744066765662;;;SQUID_INK;SEASHELLS;10587;1
1744066768949;;;SQUID_INK;SEASHELLS;11399;1
1744066771342;;;SQUID_INK;SEASHELLS;11466;4
1744066775383;;;SQUID_INK;SEASHELLS;11221;1
1744066778518;;;SQUID_INK;SEASHELLS;10824;4
1744066782046;;;SQUID_INK;SEASHELLS;10532;1
1744066786607;;;SQUID_INK;SEASHELLS;10357;4
1744066791499;;;SQUID_INK;SEASHELLS;9963;4
1744066795683;;;SQUID_INK;SEASHELLS;9792;2
1744066797813;;;SQUID_INK;SEASHELLS;9998;4
1744066797962;;;SQUID_INK;SEASHELLS;9890;3
1744066801434;;;SQUID_INK;SEASHELLS;9674;5
1744066802370;;;SQUID_INK;SEASHELLS;9035;5
1744066805453;;;SQUID_INK;SEASHELLS;9223;4
1744066809519;;;SQUID_INK;SEASHELLS;8951;3
1744066811648;;;SQUID_INK;SEASHELLS;9601;4
1744066816504;;;SQUID_INK;SEASHELLS;9606;5
1744066820255;;;SQUID_INK;SEASHELLS;9186;1
1744066820598;;;SQUID_INK;SEASHELLS;9556;2
1744066822737;;;SQUID_INK;SEASHELLS;9740;1
1744066825932;;;SQUID_INK;SEASHELLS;9455;5
1744066828990;;;SQUID_INK;SEASHELLS;9260;2
1744066830372;;;SQUID_INK;SEASHELLS;9519;3
1744066832320;;;SQUID_INK;SEASHELLS;9628;2
1744066835812;;;SQUID_INK;SEASHELLS;10383;3
1744066840294;;;SQUID_INK;SEASHELLS;10770;5
1744066842286;;;SQUID_INK;SEASHELLS;10237;1
1744066846183;;;SQUID_INK;SEASHELLS;10400;1
1744066850106;;;SQUID_INK;SEASHELLS;11073;4
1744066850547;;;SQUID_INK;SEASHELLS;10991;1
1744066854320;;;SQUID_INK;SEASHELLS;10688;5
1744066856262;;;SQUID_INK;SEASHELLS;10667;2
1744066856872;;;SQUID_INK;SEASHELLS;9174;2
1744066859136;;;SQUID_INK;SEASHELLS;9265;3
1744066859710;;;SQUID_INK;SEASHELLS;9132;5
1744066860040;;;SQUID_INK;SEASHELLS;9322;5
1744066860731;;;SQUID_INK;SEASHELLS;8734;3
1744066860963;;;SQUID_INK;SEASHELLS;8650;1
1744066862446;;;SQUID_INK;SEASHELLS;8751;5
1744066864996;;;SQUID_INK;SEASHELLS;9127;1
1744066869417;;;SQUID_INK;SEASHELLS;8400;4
1744066872408;;;SQUID_INK;SEASHELLS;8272;2
1744066875257;;;SQUID_INK;SEASHELLS;9080;2
1744066876870;;;SQUID_INK;SEASHELLS;9550;3
1744066881000;;;SQUID_INK;SEASHELLS;9622;2
1744066882547;;;SQUID_INK;SEASHELLS;10133;1
1744066885142;;;SQUID_INK;SEASHELLS;10198;5
1744066886414;;;SQUID_INK;SEASHELLS;10085;3
1744066890742;;;SQUID_INK;SEASHELLS;9442;3
1744066894747;;;SQUID_INK;SEASHELLS;10528;2
1744066898292;;;SQUID_INK;SEASHELLS;10755;4
1744066900725;;;SQUID_INK;SEASHELLS;11882;1
1744066901648;;;SQUID_INK;SEASHELLS;12174;1
